idx,code,year,date,result,startup,ip,run,er,bf,ab,hit,second,third,homerun,bb,ibb,hbp,k,pit,whip,avg,obp,ops,era,avli,re24,wpa,gsc,decision,itv
011563,50720,2022,05-05,L 4:14,1,1.0,4,4,9,6,3,0,0,0,3,0,0,0,37,2.19,0.316,0.67,1.17,9.35,1.35,-3.45,-0.299,28,L,6
011564,50720,2022,05-11,L 2:5,1,3.0,3,3,20,17,8,0,0,0,3,0,0,1,81,2.57,0.364,0.55,1.02,9.26,1.22,-2.35,-0.291,29,L,6
011565,50720,2022,05-19,L 1:2,1,5.0,1,1,20,18,3,1,0,0,2,0,0,5,69,2.1,0.315,0.25,0.47,7.02,0.99,1.78,0.177,60,-,7+
011566,50720,2022,05-25,W 14:1,0,4.0,1,1,16,16,5,0,0,1,0,0,0,0,56,1.94,0.315,0.31,0.81,6.1,0.46,1.22,0.129,-,W,6
011567,50720,2022,05-31,L 5:10,1,4.2,8,7,26,24,9,3,0,0,1,0,1,2,91,1.97,0.327,0.42,0.92,7.46,0.8,-4.57,-0.353,17,L,6
011568,50720,2022,06-07,L 1:3,1,6.0,3,3,26,24,6,2,0,1,2,0,0,1,81,1.85,0.314,0.31,0.77,6.89,0.94,0.33,-0.105,47,L,7
011569,50720,2022,06-12,L 11:13,1,2.0,8,5,15,11,4,0,0,1,4,0,0,2,64,1.98,0.318,0.53,1.17,7.83,0.82,-7.29,-0.39,20,L,5
011570,50720,2022,06-18,L 2:3,1,6.1,1,0,24,23,7,1,0,0,0,0,0,2,95,1.84,0.316,0.3,0.65,6.58,1.08,2.31,0.23,59,-,6
011571,50720,2022,06-26,L 2:6,1,4.0,3,3,17,16,4,2,0,1,1,0,0,2,59,1.79,0.31,0.29,0.86,6.6,0.97,-0.78,-0.151,43,L,7+
011572,50720,2022,07-02,L 0:3,0,1.0,0,0,6,3,0,0,0,0,3,0,0,2,26,1.81,0.305,0.5,0.5,6.45,0.21,0.56,0.006,-,-,6
011573,50720,2022,07-06,L 3:4,1,5.1,3,3,26,20,7,1,1,0,3,0,0,3,104,1.82,0.31,0.38,0.88,6.3,1.09,0.03,-0.078,42,-,4
011574,50720,2022,07-13,L 0:2,1,7.2,2,2,30,28,6,2,0,0,2,0,0,2,101,1.72,0.298,0.27,0.55,5.77,0.75,2.19,0.051,59,L,7
011575,50720,2022,07-27,L 10:11,1,4.0,6,6,23,20,8,1,0,0,3,0,0,2,87,1.78,0.306,0.48,0.93,6.28,1.26,-3.78,-0.455,21,-,7+
011576,50720,2022,08-03,L 3:6,1,5.0,2,2,21,19,6,0,0,0,2,0,0,2,84,1.77,0.307,0.38,0.7,6.08,1.29,0.76,0.01,47,-,7
011577,50720,2022,08-13,L 6:8,1,3.1,6,6,20,17,6,0,0,2,3,0,0,0,68,1.81,0.31,0.45,1.16,6.56,1.09,-4.75,-0.403,21,L,7+
011578,50720,2022,08-21,L 1:8,1,1.2,5,5,14,11,6,2,0,0,1,0,2,2,57,1.87,0.318,0.64,1.37,7.03,0.88,-4.71,-0.344,24,L,7+
011579,50720,2022,08-27,L 4:7,1,4.1,4,4,17,15,2,0,0,0,2,0,0,6,71,1.82,0.309,0.24,0.37,7.11,0.96,0.13,-0.009,47,-,6
011580,50720,2022,09-03,W 7:3,1,5.0,0,0,20,17,2,0,0,0,3,0,0,1,81,1.77,0.3,0.25,0.37,6.67,1.16,2.78,0.283,61,W,7
011581,50720,2022,09-09,L 0:11,1,3.0,3,3,12,11,4,1,0,1,1,0,0,1,41,1.76,0.302,0.42,1.14,6.75,0.65,-1.34,-0.177,39,L,6
011582,50720,2022,09-15,W 2:1,1,5.0,0,0,20,18,4,1,0,0,2,0,0,1,79,1.73,0.298,0.3,0.58,6.37,1.21,2.78,0.288,58,-,6
011583,62363,2022,04-24,L 2:14,1,2.1,9,8,18,14,6,3,0,1,3,0,0,0,61,3.86,0.429,0.5,1.36,30.86,0.85,-6.58,-0.375,8,L,7+
011584,62363,2022,05-06,W 9:2,0,1.0,0,0,3,3,0,0,0,0,0,0,0,2,13,2.7,0.353,0.0,0.0,21.6,0.44,0.95,0.033,-,-,7+
011585,62363,2022,05-07,L 0:3,0,0.2,0,0,4,4,2,1,0,0,0,0,0,1,14,2.75,0.381,0.5,1.25,18.0,0.5,0.02,0.0,-,-,1
011586,62363,2022,05-12,L 2:3,0,1.0,0,0,4,3,0,0,0,0,1,0,0,2,25,2.4,0.333,0.25,0.25,14.4,1.25,0.56,0.055,-,-,5
011587,62363,2022,05-13,W 7:5,0,0.0,3,3,3,2,2,1,0,0,0,0,1,0,11,2.8,0.385,1.0,2.5,19.8,0.74,-2.63,-0.128,-,-,1
011588,62363,2022,05-18,L 3:15,0,3.0,1,1,15,12,3,3,0,0,2,0,1,4,60,2.38,0.342,0.4,0.9,13.5,0.69,0.67,0.012,-,-,5
011589,62363,2022,05-29,W 4:0,1,7.0,0,0,26,25,6,0,0,0,0,0,1,5,83,1.67,0.302,0.27,0.51,7.2,1.16,3.89,0.41,70,W,7+
011590,62363,2022,06-07,W 3:0,1,5.2,0,0,23,20,4,1,0,0,3,0,0,6,101,1.55,0.277,0.3,0.55,5.23,0.87,3.08,0.292,64,W,7+
011591,62363,2022,06-18,W 2:0,1,6.0,0,0,23,22,5,2,0,0,1,0,0,3,98,1.43,0.267,0.26,0.58,4.05,1.09,3.33,0.334,64,W,7+
011592,62363,2022,06-24,L 1:5,1,5.0,5,5,25,22,9,3,0,0,1,0,0,3,86,1.52,0.291,0.44,0.98,4.83,0.5,-2.23,-0.284,31,L,6
011593,62363,2022,07-01,W 7:5,1,6.0,3,3,24,23,6,1,1,1,1,0,0,7,84,1.46,0.287,0.29,0.81,4.78,0.93,0.33,-0.079,54,-,7
011594,62363,2022,07-08,W 3:2,1,5.0,0,0,19,17,2,0,0,0,1,0,1,5,85,1.36,0.269,0.21,0.33,4.22,1.08,2.78,0.265,67,W,7
011595,62363,2022,07-26,W 8:7,1,4.0,4,4,22,20,7,0,0,1,0,0,2,4,91,1.39,0.278,0.41,0.91,4.63,1.38,-1.78,-0.262,36,-,7+
011596,62363,2022,08-02,L 5:7,0,2.0,0,0,6,6,0,0,0,0,0,0,0,2,18,1.34,0.269,0.0,0.0,4.44,0.68,1.11,0.103,-,-,7
011597,62363,2022,08-06,L 3:12,1,3.2,7,7,21,16,5,2,0,1,3,0,2,2,80,1.39,0.273,0.48,1.1,5.33,0.99,-3.25,-0.347,22,L,4
011598,62363,2022,08-20,L 7:14,0,1.0,2,2,5,5,2,0,0,2,0,0,0,0,24,1.41,0.276,0.4,2.0,5.57,0.3,-1.45,-0.096,-,-,7+
011599,62363,2022,09-03,W 2:1,1,6.0,1,1,21,18,1,0,0,1,3,0,0,2,90,1.33,0.259,0.19,0.41,5.16,0.96,2.33,0.231,65,W,7+
011600,62363,2022,09-09,L 3:6,1,7.0,1,1,27,25,5,0,0,0,1,0,0,3,94,1.28,0.253,0.22,0.42,4.75,1.26,2.89,0.304,65,-,6
011601,62363,2022,09-15,L 2:4,1,6.0,3,2,26,25,6,2,0,0,1,0,0,3,92,1.27,0.252,0.27,0.59,4.6,1.05,0.33,-0.068,52,L,6
011602,62363,2022,09-21,W 5:4,1,5.0,2,1,25,23,8,1,0,0,2,0,0,5,103,1.32,0.259,0.4,0.79,4.42,1.09,0.78,0.127,48,W,6
011603,62363,2022,09-29,W 14:9,1,0.1,3,3,6,5,4,0,0,2,1,0,0,0,25,1.38,0.268,0.83,2.83,4.75,0.72,-3.42,-0.28,30,-,7+
011604,62363,2022,10-19,W 9:2,0,1.0,0,0,3,3,0,0,0,0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.04,0.56,0.003,-,-,7+
011605,62363,2022,10-20,L 6:9,0,2.2,3,3,12,11,3,1,0,1,1,1,0,2,36,1.09,0.214,0.33,0.97,7.36,1.08,-0.8,-0.131,-,L,1
011606,50992,2022,04-12,L 0:10,0,1.0,0,0,4,3,1,0,0,0,1,0,0,0,11,2.0,0.333,0.5,0.83,0.0,0.0,0.56,0.0,-,-,7+
011607,50992,2022,04-13,L 4:5,0,3.2,0,0,12,12,1,1,0,0,0,0,0,3,58,0.64,0.133,0.08,0.25,0.0,1.05,3.32,0.259,-,-,1
011608,50992,2022,04-16,L 0:14,0,1.0,0,0,3,3,0,0,0,0,0,0,0,1,10,0.53,0.111,0.0,0.0,0.0,0.06,0.56,0.004,-,-,3
011609,50992,2022,04-19,W 11:8,0,0.2,3,3,6,5,3,1,0,1,1,0,0,1,22,1.11,0.217,0.67,2.07,4.26,0.05,-2.7,-0.009,-,-,3
011610,50992,2022,04-24,W 2:1,1,3.0,1,1,16,14,5,0,0,0,1,0,1,2,64,1.39,0.27,0.44,0.8,3.86,1.15,-0.35,-0.076,46,-,5
011611,50992,2022,04-29,W 9:4,0,1.0,0,0,5,4,0,0,0,0,1,0,0,1,26,1.35,0.244,0.2,0.2,3.48,0.19,0.56,0.006,-,-,5
011612,50992,2022,06-10,W 9:1,0,1.0,0,0,5,4,0,0,0,0,1,0,0,0,20,1.32,0.222,0.2,0.2,3.18,0.05,0.56,0.002,-,-,7+
011613,50992,2022,06-21,L 1:8,0,2.0,3,3,12,11,5,0,0,2,0,0,1,4,47,1.5,0.268,0.5,1.5,4.73,0.14,-1.61,-0.027,-,-,7+
011614,50992,2022,08-07,W 14:0,1,5.0,0,0,18,15,1,0,0,0,1,0,2,1,67,1.2,0.225,0.22,0.29,3.44,0.62,2.78,0.128,65,W,7+
011615,50992,2022,08-14,W 6:2,1,5.0,0,0,20,16,1,0,0,0,4,0,0,3,91,1.16,0.195,0.25,0.31,2.7,0.82,2.78,0.185,64,W,7
011616,50992,2022,08-23,L 3:9,0,1.0,0,0,5,3,0,0,0,0,2,0,0,1,24,1.19,0.189,0.4,0.4,2.59,0.02,0.56,0.001,-,-,7+
011617,50992,2022,08-25,L 9:10,0,2.0,2,2,10,7,3,1,0,0,1,0,1,0,41,1.25,0.206,0.5,1.07,3.08,1.28,-0.89,-0.074,HLD,-,2
011618,50992,2022,09-18,W 5:1,1,5.1,1,1,22,20,4,1,0,0,2,0,0,5,80,1.23,0.205,0.27,0.52,2.84,0.87,1.61,0.121,59,W,7+
011619,50992,2022,09-24,L 0:3,1,3.1,3,3,18,15,5,0,0,0,3,0,0,2,79,1.34,0.22,0.44,0.78,3.34,1.1,-1.75,-0.195,37,L,6
011620,50992,2022,10-02,W 2:0,1,5.1,0,0,20,18,2,1,0,0,2,0,0,2,83,1.26,0.207,0.2,0.37,2.9,1.05,2.76,0.278,64,-,7+
011621,50992,2022,10-10,L 2:5,1,4.0,3,3,18,16,5,1,0,1,1,0,0,5,68,1.29,0.217,0.35,0.92,3.25,0.96,-0.78,-0.166,44,L,7+
011622,62754,2022,04-28,L 3:5,1,6.0,3,3,24,22,4,0,0,2,2,0,0,8,84,1.0,0.182,0.25,0.7,4.5,0.71,0.33,-0.023,58,-,7+
011623,62754,2022,05-04,W 4:3,1,6.0,3,3,23,22,4,0,0,1,1,0,0,3,83,0.92,0.182,0.22,0.54,4.5,0.83,0.93,0.006,54,-,6
011624,62754,2022,05-10,W 1:0,1,7.0,0,0,23,23,2,0,0,0,0,0,0,5,96,0.68,0.149,0.09,0.17,2.84,1.02,3.89,0.443,78,-,6
011625,62754,2022,05-15,L 3:6,1,4.0,3,3,20,18,6,0,0,1,2,0,0,2,86,0.91,0.188,0.4,0.9,3.52,1.05,-0.78,-0.166,38,L,5
011626,62754,2022,05-21,L 4:7,1,3.1,5,5,19,19,9,3,0,1,0,0,0,1,74,1.14,0.24,0.47,1.26,4.78,0.82,-2.76,-0.26,23,L,6
011627,62754,2022,05-27,L 1:8,1,7.0,2,2,27,25,6,1,0,1,1,0,0,7,95,1.11,0.24,0.27,0.67,4.32,0.98,1.89,0.083,63,L,6
011628,62754,2022,06-02,W 4:3,1,7.0,3,3,29,27,7,2,0,1,1,0,0,4,102,1.12,0.244,0.28,0.72,4.24,0.72,0.89,-0.038,54,-,6
011629,62754,2022,06-09,W 5:1,1,5.2,0,0,24,21,5,0,0,0,3,0,0,4,95,1.15,0.243,0.33,0.57,3.72,0.82,2.86,0.232,60,W,7
011630,62754,2022,06-15,L 2:7,1,6.0,4,4,26,24,8,0,1,2,0,0,0,1,87,1.17,0.254,0.32,0.99,3.98,1.03,-0.67,-0.241,41,L,6
011631,62754,2022,06-21,W 6:5,1,5.1,3,3,24,23,8,2,0,0,1,0,0,6,90,1.22,0.263,0.38,0.81,4.08,1.0,0.35,0.026,45,W,6
011632,62754,2022,06-26,L 4:8,1,5.2,2,2,23,16,1,0,0,0,5,1,0,6,96,1.21,0.25,0.27,0.34,4.0,1.12,0.79,0.007,60,L,5
011633,62754,2022,07-02,L 1:2,1,6.2,2,2,28,24,4,1,0,0,3,0,1,5,106,1.19,0.242,0.29,0.49,3.88,0.98,1.63,0.052,60,L,6
011634,62754,2022,07-09,W 6:5,1,5.0,4,4,21,19,7,2,0,0,1,0,0,2,78,1.22,0.251,0.4,0.87,4.1,0.82,-1.23,-0.174,38,-,7
011635,62754,2022,07-26,L 1:9,1,5.0,3,3,22,19,5,1,0,2,3,0,0,2,88,1.24,0.252,0.36,1.0,4.18,1.02,-0.23,-0.128,44,L,7+
011636,62754,2022,07-31,L 2:3,1,6.0,3,3,24,22,5,2,0,1,2,0,0,4,99,1.24,0.25,0.29,0.75,4.2,0.95,0.33,-0.075,52,L,5
011637,62754,2022,08-06,L 4:7,1,5.0,1,1,23,18,5,1,0,1,4,0,1,1,89,1.27,0.251,0.44,0.94,4.07,1.3,1.78,0.153,50,-,6
011638,62754,2022,08-12,L 6:7,0,2.0,1,1,9,7,2,1,0,1,1,0,0,0,39,1.27,0.252,0.38,1.23,4.08,0.55,0.11,-0.012,-,-,6
011639,62754,2022,08-17,W 4:3,0,1.0,0,0,4,4,1,1,0,0,0,0,0,0,13,1.27,0.252,0.25,0.75,4.04,3.41,0.56,0.162,-,SV,5
011640,62754,2022,08-21,L 3:11,1,5.1,6,6,27,25,9,1,0,1,1,0,1,3,98,1.3,0.259,0.41,0.93,4.36,0.83,-3.24,-0.296,28,L,4
011641,62754,2022,08-27,L 1:2,1,6.1,2,2,28,26,7,0,0,1,1,0,1,3,98,1.3,0.26,0.32,0.71,4.27,1.05,1.31,0.065,53,L,6
011642,62754,2022,09-04,L 2:6,1,5.2,6,4,27,26,11,2,0,1,0,0,0,1,99,1.33,0.27,0.42,1.04,4.38,0.96,-2.92,-0.332,28,L,7+
011643,62754,2022,09-10,W 3:0,1,7.0,0,0,25,25,5,0,0,0,0,0,0,6,96,1.3,0.266,0.2,0.4,4.12,1.05,3.89,0.447,73,W,6
011644,62754,2022,09-17,L 1:10,1,6.1,3,3,28,22,7,3,0,0,2,0,0,2,95,1.3,0.268,0.36,0.82,4.13,1.5,1.64,0.093,47,L,7
011645,62754,2022,09-23,L 2:5,1,2.1,2,2,13,11,4,1,0,1,2,0,0,2,41,1.33,0.27,0.46,1.19,4.19,1.01,-1.99,-0.215,41,L,6
011646,62754,2022,09-29,W 5:4,0,1.0,0,0,4,4,1,0,0,0,0,0,0,1,15,1.32,0.27,0.25,0.5,4.16,1.55,0.56,0.088,-,W,6
011647,62754,2022,10-06,W 4:3,1,1.2,2,2,10,9,4,1,0,0,0,0,1,3,41,1.34,0.273,0.5,1.06,4.24,1.22,-1.23,-0.14,42,-,7
011648,68928,2022,04-03,L 1:4,0,1.1,0,0,4,4,0,0,0,0,0,0,0,3,15,0.0,0.0,0.0,0.0,0.0,0.46,0.81,0.047,-,-,7+
011649,68928,2022,04-05,L 1:5,0,1.0,0,0,4,3,0,0,0,0,1,0,0,0,13,0.43,0.0,0.25,0.25,0.0,0.78,0.56,0.055,-,-,2
011650,68928,2022,04-06,W 5:0,0,1.0,0,0,3,3,0,0,0,0,0,0,0,1,9,0.3,0.0,0.0,0.0,0.0,0.22,0.56,0.017,-,-,1
011651,68928,2022,04-10,L 3:5,0,1.1,0,0,7,5,1,0,0,0,2,0,0,1,29,0.86,0.067,0.43,0.63,0.0,0.45,0.81,0.025,-,-,4
011652,68928,2022,04-13,L 4:5,0,1.0,0,0,5,4,1,0,0,0,1,0,0,1,20,1.06,0.105,0.4,0.65,0.0,1.2,0.56,0.048,-,-,3
011653,68928,2022,04-15,W 5:0,0,0.2,0,0,3,3,1,0,0,0,0,0,0,2,17,1.11,0.136,0.33,0.67,0.0,1.07,0.57,0.03,-,-,2
011654,68928,2022,04-17,L 3:4,0,1.0,0,0,5,4,1,0,0,0,1,0,0,2,24,1.23,0.154,0.4,0.65,0.0,0.91,0.56,0.034,-,-,2
011655,68928,2022,04-19,W 11:8,0,1.0,0,0,4,3,0,0,0,0,1,0,0,2,17,1.2,0.138,0.25,0.25,0.0,1.73,0.56,0.096,HLD,-,2
011656,68928,2022,04-22,L 3:4,0,3.0,0,0,12,10,2,0,0,0,1,0,0,2,44,1.15,0.154,0.27,0.47,0.0,0.5,2.06,0.087,-,-,3
011657,68928,2022,04-28,W 9:5,1,5.0,3,2,22,18,3,0,0,0,4,0,0,3,86,1.22,0.158,0.32,0.48,1.1,0.63,-0.23,0.022,50,W,6
011658,68928,2022,05-04,L 5:11,1,5.0,2,2,22,20,6,1,0,0,1,0,0,7,99,1.27,0.195,0.32,0.67,1.69,1.26,1.14,0.1,53,-,6
011659,68928,2022,05-10,L 0:7,1,3.2,6,6,21,18,9,1,0,0,2,0,0,2,69,1.52,0.253,0.55,1.11,3.6,0.73,-4.32,-0.265,19,L,6
011660,68928,2022,05-15,W 8:7,1,2.0,5,4,15,12,7,2,0,1,2,0,0,0,55,1.74,0.29,0.6,1.6,4.67,1.0,-4.91,-0.394,22,-,5
011661,68928,2022,05-21,W 7:4,1,4.1,0,0,20,18,6,0,0,0,2,0,0,3,94,1.76,0.296,0.4,0.73,4.02,1.07,1.8,0.143,52,-,6
011662,68928,2022,05-27,L 1:6,1,5.2,3,2,25,21,5,1,0,2,4,0,0,4,98,1.73,0.288,0.36,0.93,3.89,0.84,-0.14,-0.074,49,L,6
011663,68928,2022,06-02,W 4:3,1,6.0,1,1,21,18,2,0,0,0,3,0,0,5,86,1.6,0.268,0.24,0.35,3.56,1.02,2.93,0.286,66,-,6
011664,68928,2022,06-08,D 2:2,0,1.1,0,0,4,4,0,0,0,0,0,0,0,2,18,1.56,0.262,0.0,0.0,3.45,0.96,0.81,0.078,-,-,6
011665,68928,2022,06-09,W 5:4,0,0.1,3,3,4,2,1,1,0,0,2,0,0,0,16,1.61,0.265,0.75,1.75,4.03,1.88,-1.1,-0.131,-,-,1
011666,68928,2022,06-11,W 4:1,0,0.2,0,0,3,2,0,0,0,0,0,0,1,0,6,1.59,0.262,0.33,0.33,3.97,1.77,0.18,0.026,-,-,2
011667,68928,2022,06-15,W 7:2,0,1.0,0,0,4,3,0,0,0,0,1,0,0,1,19,1.58,0.257,0.25,0.25,3.88,3.41,1.57,0.224,HLD,-,4
011668,68928,2022,06-16,L 2:4,0,0.2,0,0,3,2,0,0,0,0,1,0,0,1,10,1.57,0.254,0.33,0.33,3.83,0.8,0.3,0.034,HLD,-,1
011669,68928,2022,06-18,W 3:2,0,2.0,1,1,8,8,2,1,0,1,0,0,0,2,34,1.55,0.254,0.25,1.0,3.86,1.93,0.11,-0.059,-,W,2
011670,68928,2022,06-22,W 11:0,0,1.0,0,0,3,3,0,0,0,0,0,0,0,1,11,1.52,0.25,0.0,0.0,3.78,0.0,0.56,0.0,-,-,4
011671,68928,2022,06-26,L 3:7,0,0.1,2,0,3,2,1,0,0,0,0,0,0,0,11,1.53,0.253,0.5,1.0,3.75,1.9,-1.17,-0.221,-,L,4
011672,68928,2022,06-28,L 0:5,0,0.2,1,1,3,3,1,0,0,0,0,0,0,1,12,1.53,0.254,0.33,0.67,3.88,0.09,0.1,0.002,-,-,2
011673,68928,2022,07-03,W 11:6,0,1.1,0,0,4,4,1,0,0,0,0,0,0,1,14,1.51,0.254,0.25,0.5,3.78,0.99,0.81,0.08,-,-,5
011674,68928,2022,07-05,W 1:0,0,2.0,0,0,6,6,0,0,0,0,0,0,0,1,25,1.45,0.246,0.0,0.0,3.64,1.28,1.11,0.194,-,-,2
011675,68928,2022,07-07,L 11:12,0,0.2,4,4,8,6,5,0,0,1,2,0,0,1,32,1.56,0.263,0.88,2.21,4.25,2.14,-5.6,-0.705,BLSV,L,2
011676,68928,2022,07-10,L 0:2,0,1.0,0,0,5,4,1,1,0,0,0,0,1,3,23,1.55,0.263,0.4,0.9,4.18,0.37,0.56,0.014,-,-,3
011677,68928,2022,07-12,L 7:11,0,1.1,0,0,4,4,0,0,0,0,0,0,0,1,15,1.52,0.258,0.0,0.0,4.08,0.82,0.67,0.083,-,-,2
011678,68928,2022,07-13,W 4:1,0,1.0,0,0,4,4,1,0,0,0,0,0,0,0,16,1.51,0.258,0.25,0.5,4.01,0.59,0.56,0.023,-,-,1
011679,68928,2022,07-26,W 9:1,0,1.0,0,0,6,5,2,0,0,0,0,0,1,0,10,1.52,0.261,0.5,0.9,3.94,0.02,0.56,0.001,-,-,7+
011680,68928,2022,07-28,W 6:2,0,1.0,0,0,4,3,0,0,0,0,1,0,0,2,17,1.51,0.258,0.25,0.25,3.88,1.68,0.56,0.089,HLD,-,2
011681,68928,2022,07-30,D 3:3,0,1.1,0,0,7,6,2,0,0,0,1,0,0,2,25,1.52,0.26,0.43,0.76,3.79,2.34,0.81,0.148,-,-,2
011682,68928,2022,08-06,W 10:1,0,1.0,0,0,4,4,1,1,0,0,0,0,0,2,16,1.52,0.259,0.25,0.75,3.73,0.0,0.56,0.0,-,-,7
011683,68928,2022,08-10,W 11:0,0,1.0,0,0,4,4,1,0,0,0,0,0,0,1,10,1.51,0.259,0.25,0.5,3.68,0.0,0.56,0.0,-,-,4
011684,68928,2022,08-11,W 3:2,0,0.2,0,0,2,2,0,0,0,0,0,0,0,1,6,1.49,0.257,0.0,0.0,3.64,2.69,0.73,0.152,-,W,1
011685,68928,2022,08-17,W 6:4,0,0.1,0,0,2,2,1,0,0,0,0,0,0,1,8,1.5,0.259,0.5,1.0,3.62,2.14,-0.46,0.011,HLD,-,6
011686,68928,2022,08-18,W 14:8,0,1.1,0,0,6,4,0,0,0,0,2,0,0,1,27,1.5,0.255,0.33,0.33,3.55,2.36,0.47,0.071,-,-,1
011687,68928,2022,08-21,W 6:2,0,0.1,2,2,3,3,2,0,0,1,0,0,0,0,5,1.52,0.26,0.67,2.33,3.8,0.68,-1.74,-0.037,-,-,3
011688,68928,2022,08-25,L 9:10,0,1.0,1,1,8,6,3,0,0,0,2,0,0,1,30,1.57,0.265,0.62,1.12,3.88,4.41,-2.45,-0.552,BLSV,L,4
011689,68928,2022,08-27,W 9:2,0,1.0,0,0,3,3,0,0,0,0,0,0,0,1,8,1.55,0.262,0.0,0.0,3.82,0.03,0.56,0.003,-,-,2
011690,68928,2022,08-28,W 5:0,0,1.0,0,0,4,2,0,0,0,0,2,0,0,0,21,1.56,0.26,0.5,0.5,3.76,2.39,0.56,0.074,HLD,-,1
011691,68928,2022,09-01,W 3:2,0,1.0,0,0,3,3,0,0,0,0,0,0,0,1,9,1.54,0.257,0.0,0.0,3.71,1.86,0.56,0.141,HLD,-,4
011692,68928,2022,09-06,W 4:3,0,0.1,0,0,1,1,0,0,0,0,0,0,0,0,5,1.53,0.257,0.0,0.0,3.69,0.47,0.12,0.012,-,W,5
011693,68928,2022,09-08,W 8:3,0,1.0,1,1,5,5,2,0,0,1,0,0,0,1,30,1.53,0.259,0.4,1.4,3.77,0.37,-0.45,0.004,-,-,2
011694,68928,2022,09-10,W 6:3,0,1.0,0,0,4,4,1,0,0,0,0,0,0,0,17,1.53,0.259,0.25,0.5,3.72,0.69,0.56,0.051,HLD,-,2
011695,68928,2022,09-11,W 11:6,0,1.0,0,0,4,4,1,0,0,0,0,0,0,1,13,1.52,0.259,0.25,0.5,3.67,0.39,0.56,0.014,-,-,1
011696,68928,2022,09-14,W 7:2,0,1.0,0,0,3,3,0,0,0,0,0,0,0,1,14,1.5,0.256,0.0,0.0,3.62,0.3,0.56,0.023,-,-,3
011697,68928,2022,09-18,W 5:1,0,1.0,0,0,4,4,1,0,0,0,0,0,0,1,14,1.49,0.256,0.25,0.5,3.57,0.96,0.56,0.051,HLD,-,4
011698,68928,2022,09-21,W 5:1,0,1.0,0,0,3,3,0,0,0,0,0,0,0,2,13,1.47,0.253,0.0,0.0,3.52,0.45,0.56,0.034,-,-,3
011699,68928,2022,09-22,L 1:3,0,1.0,0,0,3,3,0,0,0,0,0,0,0,1,13,1.45,0.251,0.0,0.0,3.48,0.23,0.56,0.017,-,-,1
011700,68928,2022,09-27,W 6:5,0,1.0,0,0,5,2,0,0,0,0,2,0,0,0,17,1.46,0.249,0.5,0.5,3.43,2.71,0.56,0.107,-,-,5
011701,68928,2022,09-30,L 1:2,0,1.0,0,0,4,4,1,1,0,0,0,0,0,1,16,1.46,0.249,0.25,0.75,3.39,0.62,0.56,0.031,-,-,3
011702,68928,2022,10-01,W 2:1,0,0.0,0,0,2,0,0,0,0,0,1,0,1,0,10,1.47,0.249,1.0,0.0,3.39,3.22,-1.02,-0.237,-,-,1
011703,68928,2022,10-02,W 2:0,0,0.2,0,0,3,2,0,0,0,0,1,0,0,0,17,1.47,0.248,0.33,0.33,3.36,1.86,0.3,0.073,HLD,-,1
011704,68928,2022,10-05,W 7:3,0,1.0,0,0,3,3,0,0,0,0,0,0,0,2,14,1.45,0.245,0.0,0.0,3.32,0.3,0.56,0.023,-,-,3
011705,68928,2022,10-07,L 2:7,0,0.2,0,0,2,2,0,0,0,0,0,0,0,1,8,1.44,0.244,0.0,0.0,3.29,0.65,0.47,-0.003,-,-,2
011706,68928,2022,10-08,W 6:5,0,1.1,0,0,4,4,0,0,0,0,0,0,0,2,19,1.42,0.24,0.0,0.0,3.24,2.19,1.19,0.238,HLD,-,1
011707,51264,2022,04-02,W 6:4,0,0.1,1,1,3,3,2,2,0,0,0,0,0,0,8,6.0,0.667,0.67,2.0,27.0,1.5,-1.17,-0.102,-,-,7+
011708,51264,2022,04-05,L 5:6,0,0.0,0,0,2,1,1,0,0,0,1,0,0,0,13,12.0,0.75,1.0,2.0,27.0,1.11,-1.19,-0.133,-,-,3
011709,51264,2022,04-07,W 6:5,0,3.2,0,0,12,12,2,0,0,0,0,0,0,3,62,1.5,0.313,0.17,0.33,2.25,0.91,3.12,0.241,-,-,2
011710,51264,2022,04-15,L 2:4,0,0.1,2,2,4,4,3,1,0,1,0,0,0,0,19,2.08,0.4,0.75,2.5,6.23,0.72,-2.02,-0.202,-,-,7+
011711,51264,2022,04-17,L 2:6,0,0.0,3,3,3,2,2,0,1,0,1,0,0,0,10,2.77,0.455,1.0,3.0,12.46,1.58,-2.4,-0.318,-,L,2
011712,51264,2022,04-19,L 3:6,0,0.1,0,0,2,1,0,0,0,0,1,0,0,0,8,2.79,0.435,0.5,0.5,11.57,0.29,0.54,0.006,-,-,2
011713,51264,2022,04-20,W 4:3,0,0.1,0,0,1,1,0,0,0,0,0,0,0,0,5,2.6,0.417,0.0,0.0,10.8,2.48,0.26,0.063,HLD,-,1
011714,51264,2022,04-22,L 1:5,0,0.1,0,0,1,1,0,0,0,0,0,0,0,1,6,2.44,0.4,0.0,0.0,10.13,0.38,0.34,0.011,-,-,2
011715,51264,2022,04-23,W 4:2,0,3.0,0,0,9,9,2,0,0,0,0,0,0,1,42,1.8,0.353,0.22,0.44,6.48,0.94,1.67,0.188,-,W,1
011716,51264,2022,04-29,L 7:8,1,5.0,0,0,18,15,1,0,0,0,1,0,1,3,72,1.28,0.265,0.18,0.24,4.05,1.34,2.78,0.302,67,-,6
