idx,code,year,date,result,startup,ip,run,er,bf,ab,hit,second,third,homerun,bb,ibb,hbp,k,pit,whip,avg,obp,ops,era,avli,re24,wpa,gsc,decision,itv
000143,68135,2018,07-08,W 8:1,1,7.0,1,1,28,24,5,0,0,0,3,0,1,3,100,1.15,0.259,0.32,0.53,3.01,1.03,2.89,0.179,63,W,5
000144,68135,2018,07-17,W 9:3,1,6.0,2,2,27,22,7,1,0,0,4,0,1,2,96,1.18,0.261,0.44,0.81,3.01,1.34,1.33,0.144,48,W,7+
000145,68135,2018,07-22,L 1:6,1,7.0,2,0,27,27,4,0,1,0,0,0,0,9,110,1.15,0.255,0.15,0.37,2.85,1.76,1.89,0.033,74,L,5
000146,68135,2018,07-28,L 10:11,1,5.2,7,6,25,22,8,1,0,4,1,0,0,6,109,1.17,0.26,0.39,1.35,3.13,0.82,-3.79,-0.286,32,-,6
000147,68135,2018,09-06,W 6:3,1,6.0,1,1,24,22,5,1,0,0,2,0,0,4,93,1.17,0.258,0.29,0.56,3.06,1.21,2.33,0.228,60,W,7+
000148,68135,2018,09-12,W 5:4,1,8.0,4,3,31,30,5,0,0,1,1,0,0,6,102,1.15,0.254,0.19,0.46,3.07,0.77,0.44,-0.11,63,-,6
000149,68135,2018,09-18,L 1:4,1,6.0,1,1,23,21,5,3,0,0,1,0,0,5,105,1.14,0.253,0.27,0.65,3.01,1.07,2.33,0.191,62,-,6
000150,68135,2018,09-23,W 5:4,1,7.2,4,4,31,27,5,1,0,0,4,1,0,2,102,1.14,0.25,0.29,0.51,3.09,1.49,2.63,0.237,51,-,5
000151,68135,2018,09-28,L 2:6,1,7.0,2,2,29,27,5,1,0,0,2,0,0,6,103,1.14,0.247,0.24,0.46,3.07,1.1,1.89,0.215,63,-,5
000152,65856,2018,03-24,W 6:5,1,5.0,4,3,24,21,6,2,0,0,3,0,0,10,102,1.8,0.286,0.38,0.76,5.4,1.2,-1.23,-0.158,48,-,7+
000153,65856,2018,04-14,W 7:0,1,6.0,0,0,20,20,2,0,0,0,0,0,0,8,74,1.0,0.195,0.1,0.2,2.45,0.89,3.33,0.319,76,W,7+
000154,65856,2018,04-20,L 5:10,1,2.2,6,6,17,13,5,2,0,0,3,0,1,3,82,1.39,0.241,0.53,1.07,5.93,1.3,-4.68,-0.451,24,L,6
000155,65856,2018,04-26,W 5:4,1,7.0,0,0,26,25,5,0,0,0,1,0,0,7,98,1.21,0.228,0.23,0.43,3.92,0.83,3.89,0.304,73,W,6
000156,65856,2018,05-02,W 7:4,1,5.0,4,4,26,23,8,2,1,1,3,0,0,7,95,1.4,0.255,0.42,1.08,4.56,1.17,-1.23,-0.1,39,W,6
000157,65856,2018,05-08,L 0:9,1,6.0,4,4,27,24,6,1,0,1,2,0,1,6,101,1.39,0.254,0.33,0.75,4.83,0.55,-0.67,-0.184,48,L,6
000158,65856,2018,05-15,L 4:6,1,5.0,3,3,23,21,7,1,0,1,1,0,1,5,98,1.42,0.265,0.39,0.92,4.91,1.05,-0.23,-0.124,45,-,7
000159,65856,2018,05-20,L 3:8,1,4.1,6,6,24,23,11,4,0,2,0,0,1,2,68,1.54,0.294,0.5,1.41,5.71,0.81,-3.95,-0.458,19,L,5
000160,65856,2018,05-26,W 7:2,1,7.0,2,2,26,24,4,2,0,1,1,0,1,10,106,1.42,0.278,0.23,0.61,5.25,0.57,1.89,0.128,70,W,6
000161,65856,2018,06-01,W 8:1,1,7.0,1,1,26,26,6,1,0,1,0,0,0,9,95,1.35,0.273,0.23,0.62,4.75,0.93,2.89,0.212,70,W,6
000162,65856,2018,06-07,L 2:6,1,6.0,4,4,27,22,8,0,2,0,3,0,0,2,92,1.39,0.281,0.42,0.97,4.87,0.83,-0.67,-0.193,39,L,6
000163,65856,2018,06-13,W 5:4,1,6.0,3,2,25,20,2,1,0,0,3,0,1,4,96,1.34,0.267,0.24,0.39,4.7,1.34,0.33,0.016,59,W,6
000164,65856,2018,06-19,D 6:6,1,2.0,6,5,16,12,6,0,0,1,4,0,0,3,67,1.45,0.277,0.62,1.38,5.22,0.66,-6.91,-0.355,21,-,6
000165,65856,2018,06-24,L 0:4,1,6.2,4,4,30,26,6,2,0,1,3,0,1,8,117,1.44,0.273,0.33,0.76,5.23,0.54,-0.37,-0.143,51,L,5
000166,65856,2018,06-30,W 6:3,1,6.0,3,3,25,22,5,1,0,1,2,0,1,7,77,1.42,0.27,0.32,0.73,5.18,1.03,0.33,-0.067,55,-,6
000167,65856,2018,07-07,W 5:4,1,5.1,3,3,24,21,5,0,0,1,2,0,1,3,87,1.41,0.268,0.33,0.71,5.17,1.29,0.03,-0.143,47,-,7
000168,65856,2018,07-20,W 6:2,1,6.0,2,2,21,21,4,2,0,0,0,0,0,9,83,1.37,0.264,0.19,0.48,5.03,0.95,1.33,0.144,65,W,7+
000169,65856,2018,07-26,W 8:3,1,5.0,1,1,19,17,3,1,0,0,2,0,0,3,69,1.35,0.26,0.26,0.5,4.87,1.1,1.78,0.208,58,W,6
000170,65856,2018,08-01,W 14:8,1,5.0,2,1,24,20,6,1,0,0,3,0,0,5,94,1.37,0.262,0.38,0.72,4.72,1.25,0.78,-0.028,51,W,6
000171,65856,2018,08-08,W 12:0,1,7.0,0,0,24,23,3,0,0,0,0,0,1,7,90,1.31,0.255,0.17,0.3,4.42,0.6,3.89,0.273,78,W,7
000172,65856,2018,08-14,L 3:6,1,5.2,6,4,29,24,7,1,0,1,4,0,0,1,100,1.34,0.257,0.39,0.85,4.51,0.98,-1.92,-0.251,32,L,6
000173,65856,2018,09-04,L 3:7,1,4.1,4,4,20,19,5,0,0,1,1,0,0,4,67,1.34,0.257,0.3,0.72,4.65,1.11,-1.52,-0.178,40,L,7+
000174,65856,2018,09-09,W 14:2,1,7.0,2,2,27,25,5,0,0,0,0,0,1,7,94,1.31,0.254,0.22,0.42,4.54,0.91,1.89,0.091,66,W,5
000175,65856,2018,09-15,L 2:4,1,5.2,0,0,25,21,6,3,0,0,4,1,0,4,102,1.33,0.255,0.4,0.83,4.34,1.4,2.86,0.31,57,-,6
000176,65856,2018,09-21,W 5:4,1,6.2,3,3,28,27,9,1,0,1,0,0,1,6,84,1.33,0.259,0.36,0.84,4.33,1.26,0.77,-0.022,50,-,6
000177,65856,2018,09-27,W 11:4,1,7.0,2,2,26,26,6,0,0,2,0,0,0,4,84,1.31,0.258,0.23,0.69,4.24,0.41,1.89,-0.011,61,W,6
000178,65856,2018,10-02,L 6:8,1,6.0,3,3,25,23,5,0,0,2,1,0,1,9,98,1.29,0.256,0.28,0.76,4.25,0.93,0.33,0.095,58,-,5
000179,65856,2018,10-09,L 4:8,1,6.0,0,0,20,19,1,0,0,0,1,0,0,8,77,1.26,0.25,0.1,0.15,4.09,0.71,3.33,0.315,77,-,7
000180,65856,2018,10-28,W 5:1,1,4.0,1,0,16,15,4,0,0,0,1,0,0,5,72,1.25,0.267,0.31,0.58,0.0,0.99,1.22,0.096,56,-,7+
000181,65856,2018,11-02,W 11:10,0,2.2,5,3,14,14,5,2,0,0,0,0,0,1,49,1.5,0.31,0.36,0.86,4.05,0.47,-2.68,0.023,HLD,-,5
000182,65856,2018,11-07,W 7:2,1,7.0,2,0,29,27,4,0,0,0,2,0,0,5,104,0.86,0.148,0.21,0.36,0.0,1.1,1.89,0.211,68,W,5
000183,65856,2018,11-12,W 5:4,1,5.1,3,3,22,17,2,1,0,0,3,0,2,5,88,0.89,0.136,0.32,0.5,2.19,1.18,-0.24,-0.151,54,-,5
000184,68526,2018,03-24,L 5:6,1,4.0,5,4,24,17,5,1,0,0,6,0,0,2,104,2.75,0.294,0.46,0.81,9.0,1.28,-2.78,-0.368,30,-,7+
000185,68526,2018,03-30,L 5:7,1,6.0,5,5,25,23,5,0,0,1,2,0,0,3,95,1.8,0.25,0.28,0.63,8.1,0.81,-1.67,-0.221,43,L,6
000186,68526,2018,04-06,L 6:14,1,2.2,7,7,16,11,4,1,0,1,4,0,0,0,69,2.05,0.275,0.5,1.23,11.37,0.82,-4.68,-0.392,18,L,7
000187,68526,2018,04-12,L 3:5,1,5.0,4,3,24,21,6,1,0,1,3,0,0,7,97,1.98,0.278,0.38,0.85,9.68,1.06,-1.23,-0.192,45,L,6
000188,68526,2018,04-19,L 0:6,1,6.0,4,3,32,24,9,2,0,0,5,0,1,6,124,2.07,0.302,0.48,0.94,8.37,1.02,-0.67,-0.179,41,L,7
000189,68526,2018,04-25,W 5:4,1,5.0,2,2,22,19,4,2,0,1,3,0,0,5,93,1.95,0.287,0.32,0.79,7.53,0.93,0.78,0.022,53,-,6
000190,68526,2018,05-01,W 4:0,1,7.0,0,0,25,22,6,2,0,0,1,0,1,5,97,1.77,0.285,0.33,0.7,6.06,1.39,3.89,0.43,69,W,6
000191,68526,2018,05-08,W 4:2,1,6.0,2,2,24,22,5,3,0,0,1,0,0,3,101,1.66,0.277,0.25,0.61,5.62,1.02,1.33,0.09,56,W,7
000192,68526,2018,05-15,W 5:3,1,6.0,3,3,26,23,7,2,0,0,2,0,0,6,101,1.64,0.28,0.36,0.75,5.48,0.86,0.33,-0.097,50,-,7
000193,68526,2018,05-22,L 4:10,1,6.0,0,0,25,22,5,1,0,0,2,0,1,5,100,1.58,0.275,0.32,0.59,4.86,1.35,3.33,0.323,65,-,7
000194,68526,2018,05-27,W 6:4,1,7.0,4,4,30,26,6,2,0,1,3,0,0,9,113,1.55,0.27,0.3,0.72,4.9,1.17,-0.12,-0.118,55,W,5
000195,68526,2018,06-02,L 2:3,1,8.0,2,2,32,29,7,2,0,0,1,1,0,8,107,1.49,0.266,0.27,0.58,4.59,1.4,2.44,0.153,67,-,6
000196,68526,2018,06-08,W 9:6,1,7.2,1,1,28,27,8,0,0,0,1,0,0,3,92,1.45,0.269,0.32,0.62,4.24,0.75,3.32,0.186,61,W,6
000197,68526,2018,06-14,L 9:11,1,5.0,3,3,23,21,6,0,0,1,2,0,0,3,99,1.46,0.27,0.35,0.78,4.32,1.29,-0.23,-0.094,44,-,6
000198,68526,2018,06-20,W 11:4,1,6.0,2,1,25,23,6,0,1,0,2,0,0,6,102,1.45,0.27,0.32,0.67,4.12,0.69,1.33,0.084,58,W,6
000199,68526,2018,07-05,L 2:9,1,5.0,6,6,23,22,8,1,0,1,1,0,0,5,100,1.47,0.276,0.39,0.94,4.48,0.8,-3.23,-0.275,31,L,7+
000200,68526,2018,07-11,L 2:4,1,5.0,3,3,20,19,5,0,1,1,1,0,0,7,98,1.46,0.275,0.3,0.83,4.53,1.1,-0.23,-0.137,51,L,6
000201,68526,2018,07-18,L 4:5,1,7.0,2,2,30,25,6,1,0,1,4,0,0,4,109,1.46,0.273,0.34,0.74,4.4,1.16,1.89,0.054,57,-,7
000202,68526,2018,07-24,L 2:3,1,7.0,1,1,28,23,5,3,0,0,4,0,0,5,116,1.45,0.27,0.32,0.67,4.2,1.29,2.89,0.307,64,-,6
000203,68526,2018,07-29,W 4:3,1,6.0,2,2,30,26,7,1,0,0,2,0,1,5,113,1.45,0.27,0.34,0.65,4.14,1.58,1.33,0.137,53,W,5
000204,68526,2018,08-04,W 5:4,1,5.2,4,3,29,22,8,2,0,0,4,0,1,4,115,1.48,0.274,0.46,0.92,4.17,1.26,-1.14,-0.197,39,-,6
000205,68526,2018,08-11,L 2:5,1,5.0,4,4,27,21,8,0,0,1,4,0,1,3,98,1.52,0.279,0.48,1.0,4.29,1.3,-1.23,-0.249,34,L,7
000206,68526,2018,08-16,W 8:6,1,3.1,4,4,21,20,11,2,0,0,0,0,0,3,69,1.56,0.289,0.55,1.2,4.45,1.26,-2.35,-0.226,25,-,5
000207,68526,2018,09-05,L 5:11,1,3.1,6,4,22,19,8,0,0,1,1,0,2,1,84,1.59,0.294,0.5,1.08,4.61,0.99,-4.75,-0.373,24,L,7+
000208,68526,2018,09-11,L 4:17,1,2.2,6,6,18,15,7,0,0,2,3,0,0,1,83,1.63,0.299,0.56,1.42,4.92,0.94,-4.59,-0.332,18,L,6
000209,65543,2018,03-24,L 3:6,1,4.1,4,4,22,19,8,3,0,0,2,0,0,4,93,2.31,0.421,0.48,1.06,8.31,0.73,-1.8,-0.217,33,L,7+
000210,65543,2018,03-30,W 6:2,1,6.0,1,1,22,22,5,0,0,1,0,0,0,5,96,1.45,0.317,0.23,0.59,4.35,0.83,2.33,0.229,63,W,6
000211,65543,2018,04-07,W 6:3,1,7.0,3,3,29,28,6,2,1,1,1,0,0,9,109,1.27,0.275,0.24,0.71,4.15,1.36,0.89,-0.004,61,W,7+
000212,65543,2018,04-13,W 12:0,1,8.0,0,0,27,26,2,0,0,0,1,0,0,9,100,0.99,0.221,0.11,0.19,2.84,0.82,4.44,0.447,86,W,6
000213,65543,2018,04-19,W 5:2,1,7.0,2,2,29,27,7,2,0,0,2,0,0,7,116,1.05,0.23,0.31,0.64,2.78,1.38,1.89,0.25,60,W,6
000214,65543,2018,04-25,L 6:7,1,6.0,3,3,26,23,5,2,0,2,2,0,1,7,106,1.07,0.228,0.31,0.87,3.05,0.83,0.33,-0.053,55,-,6
000215,65543,2018,05-01,W 4:2,1,6.0,2,2,25,24,5,1,0,1,1,0,0,5,88,1.06,0.225,0.24,0.62,3.05,0.96,1.33,0.12,58,W,6
000216,65543,2018,05-06,W 13:5,1,6.0,3,3,24,22,4,2,0,1,2,0,0,8,93,1.05,0.22,0.25,0.66,3.22,0.38,0.33,0.081,58,W,5
000217,65543,2018,05-13,L 1:2,1,7.0,2,2,30,26,5,2,0,2,2,0,2,7,112,1.05,0.217,0.3,0.8,3.14,1.2,1.89,0.083,64,L,7
000218,65543,2018,05-20,W 7:6,1,7.0,2,2,27,25,5,1,1,0,1,0,0,9,108,1.03,0.215,0.23,0.55,3.08,1.1,1.89,0.162,67,-,7
000219,65543,2018,05-26,W 6:1,1,7.0,1,1,26,25,6,1,0,0,0,0,0,2,93,1.01,0.217,0.23,0.51,2.9,0.62,2.89,0.186,63,W,6
000220,65543,2018,06-01,W 5:3,1,6.0,2,2,23,19,3,2,0,0,3,0,0,6,103,1.01,0.213,0.27,0.54,2.91,1.27,1.33,-0.001,61,-,6
000221,65543,2018,06-07,W 3:0,1,8.0,0,0,30,29,5,0,0,0,0,0,1,13,108,0.97,0.21,0.2,0.37,2.64,1.04,4.44,0.495,85,W,6
000222,65543,2018,06-13,W 6:4,1,7.0,3,3,31,28,8,0,0,2,3,0,0,6,106,1.02,0.216,0.36,0.86,2.73,1.21,0.89,-0.03,52,-,6
000223,65543,2018,06-19,L 5:6,1,6.1,5,5,28,25,7,3,0,0,1,0,2,5,103,1.03,0.22,0.36,0.76,3.01,1.39,-1.41,-0.405,43,-,6
000224,65543,2018,06-24,W 12:7,1,5.1,2,1,23,22,4,1,0,1,1,0,0,6,100,1.03,0.218,0.22,0.58,2.94,1.1,1.03,0.161,59,W,5
000225,65543,2018,06-30,W 12:2,1,6.0,0,0,21,21,3,0,0,0,0,0,0,6,76,1.0,0.214,0.14,0.29,2.78,0.23,3.33,0.08,72,W,6
000226,65543,2018,07-07,W 8:3,1,7.0,3,2,29,25,7,2,0,0,3,0,0,3,102,1.03,0.218,0.34,0.7,2.77,1.47,0.89,0.022,53,W,7
000227,65543,2018,07-18,W 5:4,1,8.0,2,2,31,30,7,2,0,0,1,0,0,4,111,1.02,0.219,0.26,0.56,2.74,1.4,2.44,0.161,63,W,7+
000228,65543,2018,07-24,L 1:3,1,6.0,1,1,24,20,5,1,0,0,3,0,0,5,107,1.04,0.22,0.35,0.65,2.68,1.15,2.33,0.196,60,-,6
000229,65543,2018,07-29,W 3:1,1,8.0,1,1,29,26,5,1,0,0,3,0,0,9,112,1.04,0.219,0.28,0.51,2.59,1.13,3.44,0.364,74,W,5
000230,65543,2018,08-05,L 3:6,1,6.2,5,5,29,27,9,3,0,2,1,0,0,5,100,1.06,0.224,0.36,1.02,2.78,1.41,-1.23,-0.443,40,L,7
000231,65543,2018,08-11,W 5:2,1,6.0,2,2,27,25,7,1,0,1,1,0,1,6,93,1.07,0.227,0.33,0.77,2.79,1.39,1.33,0.099,55,W,6
000232,65543,2018,09-04,L 5:10,1,7.0,1,1,24,24,3,0,0,1,0,0,0,3,83,1.04,0.223,0.12,0.38,2.72,0.84,2.89,0.31,70,-,7+
000233,65543,2018,09-09,L 2:14,1,4.0,5,5,21,17,5,0,0,1,3,0,1,3,99,1.06,0.225,0.43,0.9,2.93,1.56,-2.78,-0.357,32,L,5
000234,65543,2018,09-21,W 10:3,1,6.0,1,1,24,23,6,1,0,0,1,0,0,5,88,1.07,0.226,0.29,0.6,2.88,0.79,2.33,0.115,60,W,7+
000235,65543,2018,11-04,L 3:7,1,6.1,5,5,27,24,6,0,0,2,2,0,0,4,99,1.26,0.25,0.31,0.81,7.11,0.89,-0.84,-0.264,43,L,7+
000236,65543,2018,11-09,W 2:1,1,7.0,1,1,27,23,3,0,0,0,2,0,1,10,114,0.98,0.191,0.23,0.36,4.05,0.96,2.89,0.213,75,W,5
000237,65543,2018,11-12,L 4:5,0,1.0,1,1,4,4,1,0,0,1,0,0,0,2,15,0.98,0.196,0.25,1.25,4.4,1.93,-0.45,-0.201,BLSV,-,3
000238,74454,2018,03-24,W 6:3,1,6.2,3,3,25,25,6,2,0,1,0,0,0,2,76,0.9,0.24,0.24,0.68,4.05,0.97,0.77,0.07,52,W,7+
000239,74454,2018,03-30,L 8:10,1,5.0,5,5,25,21,8,0,0,2,2,0,1,7,88,1.37,0.304,0.46,1.12,6.17,0.97,-2.23,-0.326,36,-,6
000240,74454,2018,04-07,L 3:4,1,6.0,3,3,25,22,5,1,0,1,2,0,0,6,90,1.3,0.279,0.29,0.7,5.6,1.03,0.33,-0.131,54,-,7+
000241,74454,2018,04-14,L 2:14,1,4.0,6,6,21,20,8,3,0,1,1,0,0,3,70,1.48,0.307,0.43,1.13,7.06,0.76,-3.78,-0.333,24,L,7
000242,74454,2018,04-20,L 4:5,1,6.1,4,4,30,28,9,1,0,1,2,0,0,2,111,1.54,0.31,0.37,0.83,6.75,1.46,-0.41,-0.228,39,L,6
000243,74454,2018,04-26,L 2:5,1,6.1,4,4,27,25,8,0,0,0,1,0,0,1,97,1.51,0.312,0.33,0.65,6.55,0.76,-0.58,-0.119,41,L,6
000244,74454,2018,05-02,L 4:7,1,4.2,5,5,26,21,9,1,0,1,2,0,2,6,91,1.62,0.327,0.5,1.12,6.92,1.06,-3.32,-0.324,30,L,6
000245,74454,2018,05-08,W 9:4,1,5.0,3,3,25,18,5,3,0,0,5,0,1,5,111,1.66,0.322,0.44,0.88,6.75,1.36,-0.23,0.004,45,W,6
000246,74454,2018,05-16,L 7:8,1,4.0,6,3,21,20,9,1,0,0,0,0,0,3,78,1.71,0.335,0.43,0.93,6.75,1.02,-3.78,-0.286,29,-,7+
000247,74454,2018,05-22,W 10:4,1,6.0,4,4,25,23,8,1,0,2,1,0,0,4,96,1.69,0.336,0.36,1.01,6.67,0.8,-0.67,-0.12,43,-,6
000248,74454,2018,05-27,L 2:8,1,6.1,8,7,29,27,10,4,0,2,1,0,0,2,98,1.69,0.34,0.38,1.12,7.01,0.42,-4.41,-0.297,24,L,5
000249,74454,2018,06-13,L 9:10,1,2.0,8,8,14,13,7,1,0,3,1,0,0,2,57,1.76,0.35,0.57,1.88,7.94,0.79,-6.39,-0.555,11,-,7+
000250,74454,2018,06-19,D 6:6,1,4.0,5,5,20,15,3,1,0,1,3,0,2,2,79,1.75,0.342,0.4,0.87,8.14,0.77,-2.78,-0.189,35,-,6
000251,74454,2018,06-24,L 7:12,1,4.2,4,4,20,20,8,2,0,2,0,0,0,5,81,1.75,0.346,0.4,1.2,8.11,0.76,-1.76,-0.226,37,L,5
000252,74454,2018,07-01,L 1:3,1,4.0,3,3,19,19,7,1,0,2,0,0,0,2,68,1.75,0.347,0.37,1.1,8.04,0.71,-1.8,-0.176,38,L,7
000253,74454,2018,07-08,W 11:1,1,5.0,1,1,25,22,8,1,0,0,1,0,1,3,93,1.75,0.348,0.4,0.81,7.65,0.98,1.78,0.175,49,W,7
000254,74454,2018,07-21,W 4:3,1,6.0,0,0,25,23,5,1,0,0,2,0,0,7,91,1.71,0.34,0.28,0.54,7.12,1.07,2.31,0.213,67,-,7+
000255,74454,2018,07-27,W 11:10,1,4.2,6,6,20,20,8,0,0,2,0,0,0,2,57,1.71,0.343,0.4,1.1,7.35,0.76,-3.34,-0.324,26,-,6
000256,74454,2018,08-02,W 3:2,1,6.0,0,0,27,25,8,1,0,0,1,0,1,6,102,1.7,0.342,0.37,0.73,6.89,1.54,3.33,0.307,61,W,6
000257,74454,2018,08-09,W 9:6,1,3.0,4,4,15,13,6,1,0,1,2,0,0,1,64,1.73,0.345,0.53,1.3,7.04,0.97,-2.34,-0.277,30,-,7
000258,74454,2018,09-05,W 5:3,1,6.0,2,2,20,18,1,0,0,1,1,0,1,5,78,1.65,0.333,0.15,0.37,6.81,0.74,1.33,0.184,66,W,7+
000259,74454,2018,09-12,L 3:7,1,4.0,7,7,20,19,7,1,0,3,1,0,0,3,79,1.66,0.335,0.4,1.3,7.14,0.91,-4.78,-0.45,22,L,7
000260,74454,2018,09-19,W 9:8,1,3.0,0,0,14,13,4,0,0,0,1,0,0,3,61,1.66,0.334,0.36,0.66,6.95,1.16,1.27,0.11,53,-,7
000261,74454,2018,09-30,L 4:8,1,4.2,8,4,24,22,7,3,0,2,2,0,0,7,104,1.67,0.333,0.38,1.1,6.98,0.61,-3.04,-0.248,31,L,7+
000262,65320,2018,03-25,L 1:4,1,5.0,3,3,24,21,8,2,0,0,1,0,2,4,92,1.8,0.381,0.46,0.94,5.4,1.2,-0.23,-0.09,42,L,7+
000263,65320,2018,03-31,W 4:2,1,6.0,2,2,25,23,7,0,0,0,1,0,0,3,100,1.55,0.341,0.32,0.62,4.09,1.47,1.33,0.059,52,W,6
000264,65320,2018,04-06,L 5:11,1,4.2,5,5,27,21,7,1,0,0,5,0,1,5,110,1.85,0.338,0.48,0.86,5.74,1.5,-2.57,-0.411,30,L,6
000265,65320,2018,04-12,W 5:3,1,5.0,3,3,25,23,8,1,0,0,2,0,0,7,93,1.89,0.341,0.4,0.79,5.66,1.34,-0.09,-0.06,44,W,6
000266,65320,2018,04-18,L 0:1,1,9.0,1,1,29,28,2,1,0,0,0,0,0,8,92,1.38,0.276,0.07,0.18,4.25,1.04,4.0,0.284,87,L CG,6
000267,65320,2018,04-24,L 2:8,1,6.1,3,3,29,24,7,0,0,0,2,0,2,2,89,1.39,0.279,0.39,0.68,4.25,1.32,1.91,0.193,47,L,6
000268,65320,2018,05-05,W 10:1,1,6.0,1,1,21,20,5,0,0,0,1,0,0,8,88,1.33,0.275,0.29,0.54,3.86,0.67,2.33,0.108,65,W,7+
000269,65320,2018,05-13,W 2:1,1,7.0,1,1,24,22,3,1,0,0,1,0,1,2,85,1.22,0.258,0.21,0.39,3.49,1.13,2.89,0.331,68,W,7+
000270,65320,2018,05-19,W 6:3,1,6.0,3,3,30,24,8,0,0,1,5,0,1,2,104,1.33,0.267,0.47,0.92,3.6,1.34,0.33,-0.043,41,W,6
000271,65320,2018,05-25,W 13:2,1,7.0,2,2,27,26,5,3,0,1,1,0,0,7,99,1.27,0.259,0.22,0.64,3.48,0.62,1.89,0.1,65,W,6
000272,65320,2018,05-31,L 0:5,1,6.0,4,4,28,25,8,2,0,1,2,0,0,3,108,1.31,0.265,0.36,0.88,3.71,0.69,-0.67,-0.156,41,L,6
000273,65320,2018,06-06,L 3:7,1,3.2,6,6,21,16,8,1,0,2,3,0,1,1,62,1.4,0.278,0.57,1.51,4.27,0.73,-4.32,-0.336,19,L,6
000274,65320,2018,06-12,L 2:6,1,6.0,2,1,24,24,7,2,0,0,0,0,0,4,92,1.38,0.279,0.29,0.67,4.06,1.44,1.33,0.093,56,-,6
000275,65320,2018,06-17,W 12:8,1,5.0,1,1,25,18,6,2,0,0,3,0,2,3,88,1.4,0.283,0.46,0.9,3.92,0.62,1.78,0.122,51,W,5
000276,65320,2018,06-23,W 9:4,1,6.0,2,2,25,23,6,2,0,0,1,0,0,5,85,1.39,0.281,0.29,0.64,3.86,1.12,1.33,0.091,56,W,6
000277,65320,2018,06-29,W 8:7,1,6.2,4,4,27,27,7,2,0,1,0,0,0,3,99,1.36,0.279,0.26,0.7,3.97,0.75,-0.46,-0.058,47,W,6
000278,65320,2018,07-05,W 3:2,1,6.0,0,0,23,22,4,1,0,0,1,0,0,11,104,1.33,0.274,0.22,0.44,3.73,0.92,3.33,0.308,74,W,6
000279,65320,2018,07-11,W 22:8,1,6.0,4,3,28,28,8,2,0,0,0,0,0,4,89,1.33,0.275,0.29,0.64,3.77,0.33,-0.67,0.136,46,W,6
000280,65320,2018,07-19,L 3:8,1,3.0,7,7,19,18,9,2,0,1,1,0,0,4,78,1.39,0.284,0.53,1.3,4.24,1.17,-5.34,-0.447,16,L,7+
000281,65320,2018,07-25,W 7:3,1,7.0,3,3,28,27,8,0,0,1,1,0,0,3,102,1.38,0.285,0.32,0.73,4.22,0.94,0.89,0.102,51,W,6
000282,65320,2018,07-31,W 3:1,1,6.0,1,1,23,20,2,0,0,0,3,0,0,5,107,1.35,0.277,0.22,0.32,4.09,1.11,2.33,0.274,66,W,6
000283,65320,2018,08-08,W 7:6,1,6.0,2,1,25,24,7,2,0,0,1,0,0,4,100,1.35,0.278,0.32,0.7,3.97,0.98,1.33,0.072,55,-,7+
000284,65320,2018,08-14,W 11:10,1,5.0,2,2,20,19,4,1,0,0,0,0,1,3,69,1.33,0.275,0.25,0.51,3.95,0.4,1.14,0.095,54,-,6
000285,68742,2018,03-25,W 4:1,1,7.0,1,1,26,24,4,1,0,1,1,0,1,7,105,0.71,0.167,0.23,0.56,1.29,0.99,2.89,0.321,71,W,7+
000286,68742,2018,03-31,L 1:12,1,4.2,7,7,22,17,5,0,0,2,4,1,1,3,89,1.2,0.22,0.46,1.1,6.17,0.73,-4.34,-0.286,25,L,6
000287,68742,2018,04-08,W 12:8,1,4.1,6,6,24,20,7,1,0,2,4,0,0,4,100,1.56,0.262,0.46,1.16,7.88,0.61,-4.47,-0.307,25,-,7+
000288,68742,2018,04-13,L 2:4,1,5.0,3,3,26,24,9,1,0,0,1,0,0,5,114,1.67,0.294,0.38,0.8,7.29,1.02,-0.23,-0.093,41,L,5
000289,68742,2018,04-19,L 2:5,1,4.2,3,3,24,22,8,1,0,0,2,0,0,4,102,1.75,0.308,0.42,0.83,7.01,1.05,-0.69,-0.129,38,L,6
000290,68742,2018,04-26,W 3:1,1,6.0,1,1,28,27,9,0,0,0,0,0,1,1,101,1.71,0.313,0.36,0.69,5.97,1.18,2.33,0.173,51,-,7
000291,68742,2018,05-02,W 4:3,1,7.0,3,3,26,26,6,0,0,1,0,0,0,6,100,1.55,0.3,0.23,0.58,5.59,0.96,0.89,-0.125,59,-,6
000292,68742,2018,05-09,W 4:1,1,5.1,0,0,21,19,5,0,0,0,2,0,0,8,110,1.52,0.296,0.33,0.6,4.91,1.12,2.76,0.28,64,W,7
000293,68742,2018,05-15,L 0:3,1,7.0,1,1,26,24,4,0,0,0,2,0,0,9,116,1.43,0.281,0.23,0.4,4.41,1.0,2.89,0.236,72,L,6
000294,68742,2018,05-20,L 2:6,1,6.0,4,4,29,26,9,2,0,0,1,0,2,4,102,1.46,0.288,0.41,0.84,4.58,0.76,-0.67,-0.197,41,L,5
000295,68742,2018,05-26,L 2:7,1,3.2,6,6,23,19,10,3,0,0,3,0,1,3,75,1.58,0.306,0.61,1.29,5.19,1.14,-4.12,-0.363,17,L,6
000296,68742,2018,06-01,W 13:6,1,5.0,6,6,27,23,9,3,0,1,1,0,2,4,96,1.61,0.314,0.46,1.11,5.62,0.82,-3.23,-0.253,28,-,6
